,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,Labels
0,0.9183596214511045,7.109630094602738e-17,0.04488899822764552,0.925,0.004838447681309033,0.29500000000000004,0.002057266287136817,0.022475820285107428,22.0,0.0694006309148265,55.16387870749942,0.87,-0.04982884306916623,0.9,-0.02004028260071916,0.945,0.029589959044029196,0.9649999999999999,0.04848843762313737,0.04499999999999993,0.29500000000000004,0.047343569061222876,0.047545622561381354,0.03239817293435093,0.032669887051458554,0.02499999999999991,0.024858006492982865,0.020332593868867516,0.04487258471326616,0.11276936261728795,0.24887394150204065,0.34034903915947384,0.7511260584979594,0.4734509956456293,0.3313344527012129,0.043894949478838374,0.2222422985095139,0.560259043001349,0.2861817871122507,0.03662109375,0.146484375,0.23193359375,0.054780425267035124,0.1815242710644003,0.13654361178071617,0.45246051808053905,0.16523655759178824,0.5475394819194609,0.35656059463953954,0.8263523143470642,0.16680536001901802,0.3732590273301114,0.436666238607833,0.6023207067965997,1.085661492583417,0.7722904446304201,1.9740524182206602,1.6123686241821813,1.6306401200847034,1.804831550795408,1.527442945732486,1.656690797284646,1.423108334242607,1.4724720573609429,1.7850704810772584,1.3111737306517826,S2
1,0.9180914826498422,-1.961277267476617e-16,0.045669088616626365,0.92,0.0041380071559934395,0.29500000000000004,0.002071214014918218,0.02263580563188286,23.0,0.07255520504731862,55.173479623824434,0.87,-0.05044517467691443,0.89875,-0.022964132823619088,0.945,0.028835875878394562,0.97,0.04953926039664587,0.0462499999999999,0.29500000000000004,0.04857245537676125,0.04788931095284877,0.0331332782692633,0.03296550800428748,0.02499999999999991,0.025261052875846013,0.012039828397357542,0.03304445244267775,0.09043685680131083,0.24821254215650326,0.27391562923981955,0.7517874578434968,0.3763923144384879,0.3301631858404518,0.03251022158596055,0.22171256166192568,0.5606366711387902,0.2853016308277494,0.03662109375,0.146484375,0.2197265625,0.03664193462854481,0.15515120080768677,0.10989399290351354,0.4653189066946562,0.12627520487126404,0.5346810933053437,0.2728111324033224,0.8702737248816905,0.14423124519602298,0.3820729025299794,0.42832260265038974,0.6260847970965164,1.1150836722687745,0.5324834537624931,1.9965404039677261,1.5602476682433286,1.6582280766035322,1.465881799038238,1.6913250719062847,1.5550438403683018,1.7204346884061248,1.390748711469271,1.4069136483226263,1.353718190685278,S2
2,0.9156446540880504,3.2119659831922766e-16,0.04624863697921457,0.92,0.005716317857380193,0.29500000000000004,0.0020527165597342373,0.021723014300907992,20.0,0.06289308176100629,55.07382204002893,0.865,-0.0604404800754194,0.895,-0.02415053633233344,0.945,0.03005069142709793,0.965,0.04956236355663036,0.04999999999999993,0.29500000000000004,0.04965924647343474,0.04860819286763772,0.03404701158973144,0.033992335482366486,0.025000000000000022,0.02566562643028225,0.04259606082492706,0.13290016932221316,0.1251732112756485,0.39054176961367726,0.19533850095290387,0.6094582303863229,0.3631077730534794,0.6408015351045813,0.12478086635639359,0.3296934335169996,0.47589761950094,0.495184863358593,0.03662109375,0.06103515625,0.15869140625,0.0,0.0,0.12772129569629867,0.5238118677355788,0.11610917773003582,0.47618813226442125,0.2438304734263345,1.1000103367647824,0.0,0.42121500327659406,0.3894631789395867,0.741942266986207,0.9970354146756769,0.6875000137548082,2.0198983478201433,1.6145530131008707,1.7623455840217614,1.5356396496722104,1.7129785913749407,1.6609198682692439,1.4518916436057039,1.4221038138166016,1.791759469228055,1.580450375560848,S2
3,0.9191613924050636,-1.0048221045658063e-16,0.037035065708370306,0.92,0.001652810023901663,0.245,0.00208384347495629,0.021730418794880815,17.0,0.05379746835443038,55.173605015674006,0.875,-0.046719103998265975,0.895,-0.023754291190580867,0.945,0.024284221139639628,0.965,0.046692286505305956,0.04999999999999993,0.245,0.04158117339763809,0.041566627985434826,0.02902990306040697,0.029060913769606195,0.02499999999999991,0.023684294442130938,0.04910091188134655,0.19136359957593616,0.13089822039733992,0.5101566075565163,0.12568616655062043,0.4898433924434837,0.3056852988293069,1.0414687947748038,0.1750985330983491,0.41221335906253487,0.3986710086907438,0.713669546220946,0.01220703125,0.048828125,0.15869140625,0.03283939702808844,0.1404238590825499,0.11857491916829506,0.5070357328964221,0.1152841788699051,0.49296426710357777,0.2666984950662886,1.02854459589033,0.13139999951636533,0.4101446306415664,0.40076358464945927,0.7073185880864129,1.0567802822150945,0.7871320011338602,2.0022809367325167,1.5954073586689352,1.6484719016581677,1.428975092234771,1.5882855374288736,1.7098806954649455,1.6650077635889113,1.3912819026309298,1.3457090810048122,1.7346010553881066,S2
4,0.9215238095238097,-5.057682667736824e-16,0.035625376137407384,0.92,-0.0001377854052211358,0.21000000000000008,0.002125840906993827,0.021841263954618193,19.0,0.06031746031746032,55.306410658307236,0.875,-0.04417185550346936,0.895,-0.024819671124114095,0.945,0.02412574530739431,0.965,0.04727095211219967,0.04999999999999993,0.21000000000000008,0.04044484885250108,0.039970740213464175,0.028656386999244155,0.028253842787529307,0.02499999999999991,0.024636689280243318,0.03141531749484451,0.11364055576936685,0.09719307404610197,0.35158247098234274,0.17925152165441355,0.6484175290176571,0.30785991319536005,0.5422161728338605,0.10763442854960974,0.3012761066871441,0.49981575438476755,0.4332204552206785,0.03662109375,0.09765625,0.390625,0.03124438952605761,0.15922993951052927,0.09728327374731731,0.49578212373945396,0.09893855251288508,0.5042178762605459,0.22746621578626,0.9832696282336231,0.14775593942590648,0.40264922973427075,0.4082730795707321,0.6847468101552221,0.7434610306563113,0.9765726804595705,2.048728116695909,1.8605826910411754,1.807458378771159,1.8822370541941709,1.926861954084619,1.9185111748671988,1.8235081675426352,1.6959115104379272,1.7346010553881064,1.8935421635379974,S2
5,0.9214715189873427,-2.055317941157331e-16,0.035898478708134285,0.92,-0.0018572426854382984,0.21000000000000008,0.0021245544046913254,0.02186377064202071,21.0,0.06645569620253164,55.31562695924771,0.875,-0.04514075532940507,0.895,-0.022939679465605045,0.945,0.023214764890103046,0.9695000000000001,0.04493911614879525,0.04999999999999993,0.21000000000000008,0.040780088406678384,0.03913650340823037,0.028954794904662712,0.02755462658476965,0.024999999999999967,0.02302701211059821,0.013810022410462294,0.0381629432169029,0.0865824954237769,0.23926411979839377,0.27528745606218824,0.7607358802016063,0.37567997389642743,0.3145166752684062,0.037452750474898044,0.2145177516792524,0.5657318354157758,0.27346905074324884,0.03662109375,0.146484375,0.341796875,0.0391469812874887,0.17003011613639354,0.10405287909104413,0.4519409296530029,0.12618269432987883,0.5480590703469971,0.26938255470841166,0.8246208376167589,0.15702948876590506,0.37290123351790655,0.4370019335783809,0.6013722052393176,0.6454408352208352,0.8204229195471381,2.067947977765453,1.8138504270422469,1.8505089733002456,1.8999250358134898,1.8816788003975036,1.784324490740537,2.010129741789607,1.6541380913520072,1.7419270954801793,1.4748477584613358,S2
6,0.9152523659305993,1.0016523187469867e-16,0.04173756961642501,0.915,0.00044481228136672435,0.27,0.002158810103721967,0.022704493443006294,20.0,0.06309148264984227,54.93139498432602,0.865,-0.047297830373267354,0.89,-0.026067263363618226,0.945,0.024444203140409904,0.9649999999999999,0.04896175935880861,0.05499999999999994,0.27,0.04638681467876271,0.0435823085112351,0.03240782573216969,0.030531018913405497,0.025000000000000022,0.0250852458300026,0.01912716593054716,0.048226293124129425,0.10503832556676249,0.2648384552339959,0.2915744906270063,0.735161544766004,0.41573998212431595,0.3602452510193414,0.04709949114319435,0.23494441065237842,0.5511005184396321,0.30766501512203515,0.03662109375,0.146484375,0.20751953125,0.05169286026870558,0.19494691300360498,0.12452303791125992,0.46960802154194403,0.14064074166471963,0.5303919784580559,0.31685663984468515,0.8853980463791673,0.17810176013192142,0.38499571322039294,0.4255238976626158,0.6341389637956312,0.7269354928059505,0.822896836107164,2.117085539829259,1.7838799383096295,1.9301617920871743,1.8347768543117458,1.7157071060281446,1.8137383759468302,1.8410305182348379,1.7129785913749405,1.8794650496471605,1.4610179073158271,S2
7,0.9059813084112144,1.8538303464145916e-16,0.04580242514903233,0.905,-0.0005917672839145238,0.27,0.0021266078476061333,0.022128131253903227,18.0,0.056074766355140186,54.40832288401249,0.8500000000000001,-0.048677572995878424,0.88,-0.0283164205353513,0.935,0.024384219720497147,0.96,0.05279627982237205,0.05500000000000005,0.27,0.05121904205608741,0.04566869968883337,0.03559495734707541,0.03231193351937761,0.030000000000000027,0.026701174029140406,0.028474950641072423,0.08430586560569216,0.11868521156053939,0.3513916361552343,0.21907243361035428,0.6486083638447657,0.3662325958119661,0.5417624189615513,0.08094002705961344,0.3011349030944633,0.4999315161855681,0.4329261899642396,0.03662109375,0.146484375,0.15869140625,0.07158914717643204,0.2764775927948571,0.12880566695749818,0.4974480370743821,0.1301272413218005,0.5025519629256178,0.33052205545573077,0.9898439838508978,0.2441044039181174,0.4037623506220317,0.40716497113909755,0.6880562355880288,0.787405727583397,0.9076687996742867,2.126544348572939,1.711239092570036,1.7404661748405046,1.5302654727336846,1.7033903187779649,1.7007876910223283,1.7266201670570935,1.5170645923030852,1.6928195213731514,1.7247487589450947,Wake
8,0.9080468750000004,2.293304435241339e-16,0.04693436679494046,0.91,0.000447431279846755,0.27,0.0021928454262830554,0.023410207068630437,19.0,0.059375,54.533181818181845,0.85,-0.05550303866492817,0.88,-0.03213023595201098,0.94,0.032162301237072866,0.965,0.060049089682272516,0.05999999999999994,0.27,0.05272208072101563,0.05112721991848017,0.037132324218750026,0.03596230411528982,0.030000000000000027,0.031878662145138126,0.01948489897381154,0.07815428662558271,0.10612035128102537,0.4256506724500813,0.14319289582413636,0.5743493275499187,0.26879814607897323,0.7411006717215778,0.07525058527497926,0.35462832175063635,0.4538420615526714,0.5545174831933266,0.03662109375,0.146484375,0.15869140625,0.05337708052570433,0.2253806655257334,0.11797406245233827,0.49813651193377223,0.11885672514514471,0.5018634880662277,0.29020786812318733,0.9925737252837098,0.20325154309267254,0.4042220104047878,0.4067066624380063,0.6894271323947921,0.9196244894393686,0.6832191901780987,2.1310819980219233,1.6912967487102932,1.7842527315643015,1.8179291869614396,1.8256610209037363,1.8004931491968097,1.6691571471357225,1.9113046198778378,1.4485982444560455,1.8935421635379972,Wake
9,0.9092343750000002,4.718447854656915e-17,0.047382503479362355,0.915,0.0022402792934990146,0.25,0.0022329785352361276,0.02353371388794037,20.0,0.0625,54.63083072100313,0.85,-0.06026136638297247,0.88,-0.03457835113746227,0.945,0.03397826471083709,0.965,0.059894986614859536,0.06499999999999995,0.25,0.05330143025079341,0.05319071624004335,0.03764511718749996,0.037514735745328945,0.030000000000000027,0.03389730063281865,0.04982666917849797,0.13037666790659222,0.1530428561494098,0.4004525680853359,0.22913188399808398,0.5995474319146642,0.43200140932599174,0.6679247491837039,0.12255091161128326,0.3367954473011104,0.46972073418136506,0.5115801885206109,0.03662109375,0.10986328125,0.15869140625,0.06634668386833081,0.22042036239256468,0.1530428561494098,0.5084468408548171,0.14795784609137758,0.4915531591451829,0.3673473861091182,1.034367964878941,0.19919535873639618,0.4110805392577728,0.3998179657355708,0.7101851882847947,0.9175421565261195,0.8156646973588568,2.14365747638833,1.8203819154054053,1.9436578958509882,1.8755474996317534,1.9341798092698235,1.8718021769015911,1.9245189590739957,1.8588987720656835,1.92896059074154,2.174751721484161,S2
